id,text,n_crop,n_disease,n_medicine
30-3,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
31-1,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
31-2,你好/n_new ，注意/v 脐腐病/n_disease 危害/vn ，防治/v 此/rzs 病/n 诱因/n 在于/v 水分/n 供应/vn 失调/vn ，缺钙/n_disease ，缺硼/n_disease ，偏/a 氮肥/n_medicine ，徒/d 长/a ，导致/v 植株/n 不/d 能/v 从/p 土壤/n 吸收/v 硼/n 钙/n ，导致/v 细胞/n 吸收/v 紊乱/an ，可用/v 螯合钙/n_medicine ，速乐硼/n_medicine ，碧护/n_medicine 花/n 前/f 喷雾/n_new ，提高/v 坐果率/n_new ，花/v 后/f 幼果期/n_new 及时/ad 再/d 打/v 一次/qv ，此/rzs 病/n 重/d 在/p 预防/n_new 。/wj ,[],"['脐腐病', '缺钙', '缺硼']","['氮肥', '螯合钙', '速乐硼', '碧护']"
31-3,脐腐病/n_disease ，喷洒/v 1％的/ude1 过磷酸钙/n_medicine 或/c 0·5％氯化钙/n_medicine 加/v 5mg／kg/x 萘乙酸/n_medicine ，0·1％硝酸钙/n_medicine 及/cc 爱多收/n_medicine 6000倍/q 液/ng ，或/c 绿/a 芬/b 威/ng 3号/q 1000－/wp 1500倍/q 液/ng ,[],['脐腐病'],"['过磷酸钙', '氯化钙', '萘乙酸', '硝酸钙', '爱多收']"
32-1,叶片/n 凸/ag 凹/a 不/d 平/a 、/wn 上/f 卷/ng ，是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['碧护']
32-2,温度/n_new 不适/a ，用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
32-3,温度/n_new 不适/a 或/c 用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
33-1,蚜虫/n_disease 危害/vn ，可/c 选用/v 50%氟啶虫/n_disease 胺/n 腈/w 水分/n 散剂/n 10000倍/q 液/ng 、/wn 75%螺/ng 虫/n ·/w 吡蚜酮/n_medicine 水分/n 散剂/n 4000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],"['蚜虫', '氟啶虫']",['吡蚜酮']
33-2,蚜虫/n_disease ，考虑/n_new 高效氯氟氰菊酯/n_medicine ，高氯/n_new 噻虫嗪/n_medicine ，联苯菊酯/n_medicine ，联苯菊酯/n_medicine 噻虫嗪/n_medicine ，联苯菊酯/n_medicine 噻/w 虫/n 胺/n ，都/d 可以/n_new 用/v ,[],['蚜虫'],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
33-3,蚜虫/n_disease ，25％阿克泰/nrf WG3000/x －/wp 2500倍/q ＋/w 有机硅/n_medicine ，70％艾美乐/nr WG2000/x －/wp 2500倍/q 或/c 3％苦参碱/n_medicine AS500/x 倍/q ，亩/q 旺/a 特/ag 3000倍/q ，绿颖/nr 200倍/q ，20％啶/x 虫/n 脒/w 2000－/wp 2500（/wkz 高温/n 有效/a ）/wky ＋/w 阿维菌素/n_medicine 1500倍/q ，倍/q 内/f 威/ng （/wkz 溴/ng 氰/w 虫/n 酰胺/n_medicine ）/wky 4000倍/q 或/c 艾绿士/nr （/wkz 乙基多杀菌素/n_medicine ）/wky 1000－/wp 1500倍/q ，杀虫环/n_medicine 1200倍/q 或/c 福戈/nrf 3000倍/q ，22％特福力/nrf （/wkz 氟啶虫/n_disease 胺/n 晴/vi ）/wky 3000倍/q ,[],"['蚜虫', '氟啶虫']","['有机硅', '苦参碱', '阿维菌素', '酰胺', '乙基多杀菌素', '杀虫环']"
34-1,煤污病/n_disease ，主要/d 是/vshi 蚜虫/n_disease ，白粉虱/n_disease 排泄/v 蜜/n 露/v 腐/vg 生/v 的/ude1 ，用/v 烯啶虫胺/n_medicine ，噻虫嗪/n_medicine ，螺虫乙酯/n_medicine 防治/v 害虫/n 。/wj 用/p 咪鲜胺/n_medicine ，腐霉利/n_medicine ，异菌脲/n_medicine 防治/vn 煤污病/n_disease 。/wj ,[],"['煤污病', '蚜虫', '白粉虱', '煤污病']","['烯啶虫胺', '噻虫嗪', '螺虫乙酯', '咪鲜胺', '腐霉利', '异菌脲']"
34-2,煤污病/n_disease 主要/d 是/vshi 虫子/n 分泌物/n 用/v 腐霉利/n_medicine 嘧霉胺/n_medicine 联苯菊酯/n_medicine 螺虫乙酯/n_medicine 噻虫嗪/n_medicine ,[],['煤污病'],"['腐霉利', '嘧霉胺', '联苯菊酯', '螺虫乙酯', '噻虫嗪']"
34-3,煤污病/n_disease ，是/vshi 由/p 白粉虱/n_disease 、/wn 蚜虫/n_disease 、/wn 蚧壳虫/n_disease 等/udeng 为害/v 分泌/v 的/ude1 蜜/n 液/ng 所/usuo 诱发/v 的/ude1 ，需要/v 杀/v 虫/n 灭菌/vi 同时/n 进行/vx 才/d 可以/n_new 起/vf 到/v 防治/vn 效果/n 。/wj 叶面/n 喷洒/v 噻嗪酮/n_medicine 加/v 辛菌胺/n_medicine 乙酸/n_medicine 盐/n 或/c 烯啶虫胺/n_medicine 加/b 甲基硫菌灵/n_medicine 或/d 噻虫嗪/n_medicine 加/v 异菌脲/n_medicine 进行防治/n_new ,[],"['煤污病', '白粉虱', '蚜虫', '蚧壳虫']","['噻嗪酮', '辛菌胺', '乙酸', '烯啶虫胺', '甲基硫菌灵', '噻虫嗪', '异菌脲']"
35-1,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
35-2,辣椒/n_crop 疫病/n_disease ，可以/n_new 用/v 甲/Mg 霜/n 锰锌/n_medicine ，烯酰吗啉/n_medicine ，锰锌/n_medicine ·/w 乙铝/n_medicine ，霜霉威盐酸盐/n_medicine ，氰霜唑/n_medicine ，氟吗啉/n_medicine ·/w 锰锌/n_medicine 等/udeng 药剂/n 加/b 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj 同时/c 用/p 冲施/n_new 腐植酸/n_medicine 肥/n ，养根/n_new 护/v 根/n ，促进/v 植株/n 健壮/a 。/wj ,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
35-3,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
36-1,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
36-2,辣椒/n_crop 疫病/n_disease ，可以/n_new 用/v 甲/Mg 霜/n 锰锌/n_medicine ，烯酰吗啉/n_medicine ，锰锌/n_medicine ·/w 乙铝/n_medicine ，霜霉威盐酸盐/n_medicine ，氰霜唑/n_medicine ，氟吗啉/n_medicine ·/w 锰锌/n_medicine 等/udeng 药剂/n 加/b 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj 同时/c 用/p 冲施/n_new 腐植酸/n_medicine 肥/n ，养根/n_new 护/v 根/n ，促进/v 植株/n 健壮/a 。/wj ,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
36-3,图片/n_new 不/d 清楚/a ，有/vyou 疫病/n_disease 可能/n_new 。/wj ,[],['疫病'],[]
37-1,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
37-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
37-3,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
38-1,疫病/n_disease 对口/vd 杀菌剂/n_medicine 药效/n 较/d 好/a 的/ude1 有/vyou 80%大/a 生/dg 可/v 湿性粉剂/n_medicine 、/wn 58%代森锰锌/n_medicine 可/v 湿性粉剂/n_medicine 、/wn 72·2%普力克/n_medicine 、/wn 50%安克/nrf 、/wn 53%雷多米尔/n_medicine 、/wn 60%灭/v 克/vg 可/v 湿性粉剂/n_medicine 、/wn 52·5%抑/vg 快/a 净水/n 分散/v 粒/ng 剂/ng 、/wn 72%霜疫清/n_medicine 可/v 湿性粉剂/n_medicine 、/wn 75%百菌清/n_medicine 可/v 湿性粉剂/n_medicine 、/wn 50%甲霜灵/n_medicine 铜/n 可/v 湿性粉剂/n_medicine 、/wn 72%杜邦/nrf 克露/n_medicine 可/v 湿性粉剂/n_medicine 、/wn 25%烯/x 肟菌酯/n_medicine 乳油/n_new 、/wn 25%阿/b 米/n 西/f 达/v 悬/v 乳剂/n 、/wn 69%的/ude1 安/ag 克/vg 锰锌/n_medicine 可/v 湿性粉剂/n_medicine ,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
38-2,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
38-3,辣椒/n_crop 疫病危害/n_disease ，可/c 选用/v 10%氰霜唑/n_medicine 悬浮剂/n 200倍/q 液/ng 、/wn 58%精/a 甲霜·锰锌/n_medicine 可/v 湿性粉剂/n_medicine 600倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
39-1,疑似/n_new 疫病/n_disease ,[],['疫病'],[]
39-2,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
39-3,辣椒/n_crop 疫病/n_disease ，可以/n_new 用/v 甲/Mg 霜/n 锰锌/n_medicine ，烯酰吗啉/n_medicine ，锰锌/n_medicine ·/w 乙铝/n_medicine ，霜霉威盐酸盐/n_medicine ，氰霜唑/n_medicine ，氟吗啉/n_medicine ·/w 锰锌/n_medicine 等/udeng 药剂/n 加/b 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj 同时/c 用/p 冲施/n_new 腐植酸/n_medicine 肥/n ，养根/n_new 护/v 根/n ，促进/v 植株/n 健壮/a 。/wj ,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
40-1,炭疽病/n_disease ,[],['炭疽病'],[]
40-2,炭疽病/n_disease 危害/vn ，建议选用/n_new 苯醚甲环唑/n_medicine 、/wn 溴菌腈/n_medicine 、/wn 咪鲜胺/n_medicine 、/wn 啶氧菌酯/n_medicine 等/udeng 喷施防治/n_new 。/wj ,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
40-3,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
41-1,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
41-2,高温/n 日/ng 灼果/n_disease ,[],['灼果'],[]
41-3,疫病/n_disease 炭疽病/n_disease 日/ng 灼/vg 斑/n ，用/p 银法利/nrf 和/cc 苯甲溴菌腈/n_medicine 及/v 碧护/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['疫病', '炭疽病']","['苯甲溴菌腈', '碧护']"
42-1,用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
42-2,你好/n_new ，打药/vi 没有/v ？/ww 考虑/n_new 用药不当/n_disease 药害/n_new 引起/v ，可用/v 碧护/n_medicine 或者/c 阿/b 泰/b 灵/a 或者/c 芸苔素内酯/n_medicine ，复配/n_new 氨基酸叶面肥/n_medicine 或者/c 黄腐酸/n_medicine 钾/n 叶面肥/n_medicine ，磷酸二氢钾/n_medicine ，喷雾/n_new 调节/n_new ，连/ulian 用/v 二次/qv ,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '黄腐酸', '叶面肥', '磷酸二氢钾']"
42-3,考虑/n_new 用药不当/n_disease 引起/v 的/ude1 药害/n_new ，叶面喷施/n_new 磷酸二氢钾/n_medicine 加/b 氨基酸叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 或者/c 碧护/n_medicine 缓解/n_new ,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
43-1,疫病危害/n_disease ，用/p 银法利/nrf ，烯酰吗啉/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['疫病危害'],['烯酰吗啉']
43-2,换成/v 烯酰吗啉/n_medicine 比较/d 好/a ，加上/v 乙蒜素/n_medicine ,[],[],"['烯酰吗啉', '乙蒜素']"
43-3,疫病危害/n_disease ，可以/n_new 用/v 烯酰吗啉/n_medicine ，乙铝/n_medicine ·/w 锰锌/n_medicine ，氟吗啉/n_medicine ，腈/w 霜/n 唑/x ，霜霉威盐酸盐/n_medicine ，抑/vg 快/a 浄/w ，氟啶胺/n_medicine ，霜脲氰/n_medicine 等/v 加/b 磷酸二氢钾/n_medicine 叶面肥/n_medicine 防治/vn 。/wj ,[],['疫病危害'],"['烯酰吗啉', '乙铝', '锰锌', '氟吗啉', '霜霉威盐酸盐', '氟啶胺', '霜脲氰', '磷酸二氢钾', '叶面肥']"
44-3,可以/n_new 混合使用/n_new ，防治/v 立枯病/n_disease ，根腐病/n_disease 细菌性病害/n_disease ,[],"['立枯病', '根腐病', '细菌性病害']",[]
45-1,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['碧护']
45-2,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
45-3,考虑/n_new 湿度/n 过大/n_new 引起/v ，可以/n_new 用/p 高/a 渗/v 乙蒜素/n_medicine ，或者/c 氯溴异氰尿酸/n_medicine ，春雷王铜/n_medicine ，氢氧化铜/n_medicine 春雷霉素/n_medicine 复配/n_new ,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
46-1,茎基腐病/n_disease ，用/v 甲霜恶霉灵/n_medicine ，溴菌腈/n_medicine ，枯草芽孢杆菌/n_disease ，络氨铜/n_medicine ，霜霉威盐酸盐/n_medicine 等/udeng 交替使用/n_new 喷淋/n_new 基/ng 部/n 或者/c 灌根/n_new 防治/vn 。/wj ,[],"['茎基腐病', '枯草芽孢杆菌']","['甲霜恶霉灵', '溴菌腈', '络氨铜', '霜霉威盐酸盐']"
46-2,根腐病/n_disease ，用/v 甲霜恶霉灵/n_medicine 十枯草芽孢杆菌/n_disease 灌根/n_new 。/wj ,[],"['根腐病', '十枯草芽孢杆菌']",['甲霜恶霉灵']
46-3,茎基腐病/n_disease ，25％氰/w 烯/x 菌/n 酯/ng 2000倍/q 或/c 98％恶霉灵/n_medicine 3000倍/q ，50％多菌灵/n_medicine WP500/x 倍/q 或/c 50％福美双/n_medicine 800倍/q 灌根/n_new ，50％敌/vg 克松/nrf WP400/x 倍/q 或/c 3·2％克/q 枯/ag 星/n EC500/x 倍/q ，50％甲/Mg 霜/n 铜/n WP500/x 倍/q 或/c 70％百菌清/n_medicine WP500/x 倍/q ,[],['茎基腐病'],"['恶霉灵', '多菌灵', '福美双', '百菌清']"
47-1,辣椒/n_crop 疫病/n_disease ，可以/n_new 用/v 甲/Mg 霜/n 锰锌/n_medicine ，烯酰吗啉/n_medicine ，锰锌/n_medicine ·/w 乙铝/n_medicine ，霜霉威盐酸盐/n_medicine ，氰霜唑/n_medicine ，氟吗啉/n_medicine ·/w 锰锌/n_medicine 等/udeng 药剂/n 加/b 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj 同时/c 用/p 冲施/n_new 腐植酸/n_medicine 肥/n ，养根/n_new 护/v 根/n ，促进/v 植株/n 健壮/a 。/wj ,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
47-2,疫病/n_disease ，72·2％普力克/n_medicine AS600/x 倍/q 77％可杀得/n_medicine WP1000/x 倍/q 20％噻/w 森/ag 铜/n SC500/x 倍/q 灌根/n_new 中心/n 周边/n 植株/n 或/c 5％科佳/nrf 1500倍/q ，66·8％霉/n 多克/q WP600/x 倍/q 或/c 50％安克/nrf WP2000/x 倍/q 50％施/v 得益/vi WP500/x －/wp 600倍/q 百泰/b EC1000/x 倍/q ，52·5％抑/vg 快/a 净/a WG2000/x －/wp 3000倍/q ，40％疫/ng 霜灵/n_medicine WP400/x 倍/q 或/c 72％克露/n_medicine WP1000/x 倍/q 25％凯润/nr2 EC2000/x 倍/q ，64％杀毒矾/n_medicine WP600/x 倍/q 或/c 86·2％铜/n 大师/n WP2000/x 倍/q 或/c 80％疫/ng 霜灵/n_medicine WP700/x 倍/q ，68％金雷多米尔/nrf WP1000/x 倍/q ,[],['疫病'],"['普力克', '可杀得', '霜灵', '克露', '杀毒矾', '霜灵']"
47-3,你好/n_new ，注意/v 疫病/n_disease ，防治/v 可用/v 烯酰吗啉/n_medicine ，氟吗啉/n_medicine ，霜霉威盐酸盐/n_medicine ，霜脲锰锌/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，增威/nr2 赢/v 绿/an ，银法利/nrf ，氰霜唑/n_medicine 防治/vn ,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
48-1,考虑/n_new 用药不当/n_disease 引起/v 的/ude1 药害/n_new ，叶面喷施/n_new 磷酸二氢钾/n_medicine 加/b 氨基酸叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 或者/c 碧护/n_medicine 缓解/n_new ,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
48-2,考虑/n_new 用药不当/n_disease 引起/v 的/ude1 药害/n_new ，叶面/n 喷/v 施芸/nr 苔/ng 素/ag +磷酸二氢钾/n_medicine 缓解/n_new ,[],['用药不当'],['磷酸二氢钾']
48-3,用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
49-1,晚疫病/n_disease 引起/v 的/ude1 ，用/v 烯酰吗啉/n_medicine ，氟/n 吗/y 氰霜唑/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，霜脲锰锌/n_medicine ，杀毒矾/n_medicine 等/v +氨基酸液肥/n_medicine 防治/vn 。/wj ,[],['晚疫病'],"['烯酰吗啉', '氰霜唑', '锰锌', '霜脲锰锌', '杀毒矾', '氨基酸液肥']"
49-2,辣椒/n_crop 疫病/n_disease ，可以/n_new 用/v 甲/Mg 霜/n 锰锌/n_medicine ，烯酰吗啉/n_medicine ，锰锌/n_medicine ·/w 乙铝/n_medicine ，霜霉威盐酸盐/n_medicine ，氰霜唑/n_medicine ，氟吗啉/n_medicine ·/w 锰锌/n_medicine 等/udeng 药剂/n 加/b 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj 同时/c 用/p 冲施/n_new 腐植酸/n_medicine 肥/n ，养根/n_new 护/v 根/n ，促进/v 植株/n 健壮/a 。/wj ,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
49-3,疫病/n_disease ，72·2％普力克/n_medicine AS600/x 倍/q 77％可杀得/n_medicine WP1000/x 倍/q 20％噻/w 森/ag 铜/n SC500/x 倍/q 灌根/n_new 中心/n 周边/n 植株/n 或/c 5％科佳/nrf 1500倍/q ，66·8％霉/n 多克/q WP600/x 倍/q 或/c 50％安克/nrf WP2000/x 倍/q 50％施/v 得益/vi WP500/x －/wp 600倍/q 百泰/b EC1000/x 倍/q ，52·5％抑/vg 快/a 净/a WG2000/x －/wp 3000倍/q ，40％疫/ng 霜灵/n_medicine WP400/x 倍/q 或/c 72％克露/n_medicine WP1000/x 倍/q 25％凯润/nr2 EC2000/x 倍/q ，64％杀毒矾/n_medicine WP600/x 倍/q 或/c 86·2％铜/n 大师/n WP2000/x 倍/q 或/c 80％疫/ng 霜灵/n_medicine WP700/x 倍/q ，68％金雷多米尔/nrf WP1000/x 倍/q ,[],['疫病'],"['普力克', '可杀得', '霜灵', '克露', '杀毒矾', '霜灵']"
50-1,晚疫病/n_disease 引起/v 的/ude1 ，用/v 烯酰吗啉/n_medicine ，氟/n 吗/y 氰霜唑/n_medicine ，甲/Mg 霜/n 锰锌/n_medicine ，霜脲锰锌/n_medicine ，杀毒矾/n_medicine 等/v +氨基酸液肥/n_medicine 防治/vn 。/wj ,[],['晚疫病'],"['烯酰吗啉', '氰霜唑', '锰锌', '霜脲锰锌', '杀毒矾', '氨基酸液肥']"
50-2,辣椒/n_crop 疫病/n_disease ，可以/n_new 用/v 甲/Mg 霜/n 锰锌/n_medicine ，烯酰吗啉/n_medicine ，锰锌/n_medicine ·/w 乙铝/n_medicine ，霜霉威盐酸盐/n_medicine ，氰霜唑/n_medicine ，氟吗啉/n_medicine ·/w 锰锌/n_medicine 等/udeng 药剂/n 加/b 磷酸二氢钾/n_medicine 喷雾/n_new 防治/vn 。/wj 同时/c 用/p 冲施/n_new 腐植酸/n_medicine 肥/n ，养根/n_new 护/v 根/n ，促进/v 植株/n 健壮/a 。/wj ,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
